# lats1 lons1 lats2 lon2 drift_m
74.13 130.36 74.12 130.37 1420.75
74.13 130.31 74.12 130.32 1420.76
74.12 130.36 74.11 130.37 1563.52
74.12 130.41 74.10 130.42 1563.52
74.13 130.41 74.12 130.42 1420.75
74.13 130.46 74.12 130.47 1339.36
74.12 130.45 74.10 130.46 1563.51
74.10 130.45 74.09 130.46 1563.46
74.10 130.40 74.09 130.41 1563.47
74.11 130.35 74.09 130.36 1563.47
74.09 130.35 74.08 130.36 1563.42
74.08 130.34 74.07 130.35 1563.37
74.08 130.29 74.07 130.30 1563.37
74.08 130.25 74.07 130.26 1563.38
74.07 130.24 74.05 130.25 1563.33
74.07 130.19 74.06 130.20 1563.33
74.07 130.14 74.06 130.17 1079.13
74.06 130.14 74.04 130.16 1612.61
74.04 130.14 74.04 130.16 1003.70
74.04 130.18 74.03 130.19 1563.23
74.04 130.23 74.03 130.24 1563.22
74.05 130.24 74.04 130.25 1563.28
74.05 130.29 74.04 130.30 1563.27
74.07 130.29 74.05 130.30 1563.32
74.07 130.34 74.05 130.35 1563.32
74.05 130.33 74.04 130.34 1563.27
74.04 130.33 74.02 130.34 1563.21
74.04 130.28 74.03 130.29 1563.22
74.03 130.28 74.01 130.29 1612.49
74.03 130.23 74.01 130.24 1612.49
74.03 130.18 74.02 130.19 1563.18
74.03 130.13 74.02 130.15 1612.50
74.03 130.08 74.03 130.11 1003.67
74.03 130.03 74.03 130.06 1003.67
74.05 130.04 74.04 130.07 1003.70
74.05 129.99 74.04 130.02 1003.71
74.06 129.99 74.06 130.02 1003.74
74.07 130.00 74.07 130.03 1003.77
74.08 129.95 74.07 129.98 1003.78
74.08 129.90 74.07 129.93 1003.78
74.08 129.85 74.08 129.86 149.61
74.08 129.80 74.08 129.81 211.68
74.08 129.76 74.08 129.76 211.68
74.09 129.76 74.09 129.76 211.69
74.11 129.76 74.10 129.76 299.54
74.11 129.81 74.10 129.82 211.70
74.09 129.81 74.09 129.81 211.69
74.09 129.86 74.09 129.88 748.05
74.10 129.86 74.10 129.89 748.07
74.10 129.91 74.10 129.94 1089.29
74.09 129.91 74.09 129.93 762.89
74.09 129.95 74.09 129.98 762.89
74.10 129.96 74.10 129.99 1089.29
74.10 130.01 74.10 130.03 1003.84
74.09 130.00 74.08 130.03 1003.81
74.09 130.05 74.08 130.08 1003.80
74.10 130.06 74.09 130.08 1003.84
74.10 130.10 74.09 130.13 1270.14
74.08 130.10 74.08 130.13 1270.10
74.07 130.10 74.07 130.12 1003.77
74.07 130.05 74.07 130.07 1003.77
74.06 130.04 74.05 130.07 1003.74
74.04 130.09 74.04 130.11 1003.70
74.02 130.08 74.01 130.11 1003.64
74.02 130.03 74.01 130.06 1003.64
74.02 129.98 74.02 130.01 1003.64
74.02 129.93 74.02 129.96 1003.64
74.03 129.94 74.03 129.97 1003.68
74.05 129.94 74.04 129.97 1003.71
74.05 129.89 74.04 129.92 1003.71
74.05 129.84 74.05 129.87 1003.72
74.05 129.80 74.05 129.82 958.26
74.07 129.80 74.06 129.80 149.60
74.07 129.75 74.07 129.76 149.60
74.07 129.70 74.07 129.71 211.68
74.07 129.65 74.07 129.66 211.68
74.07 129.61 74.07 129.61 211.68
74.07 129.56 74.07 129.55 473.52
74.08 129.56 74.08 129.59 1057.90
74.10 129.56 74.10 129.60 1057.94
74.11 129.57 74.11 129.60 1057.97
74.11 129.62 74.11 129.65 1057.97
74.10 129.66 74.09 129.65 669.63
74.08 129.61 74.08 129.61 299.52
74.06 129.60 74.05 129.61 211.67
74.06 129.55 74.06 129.56 211.67
74.06 129.50 74.06 129.51 211.67
74.06 129.46 74.06 129.49 1047.19
74.06 129.41 74.06 129.45 1196.79
74.06 129.36 74.06 129.39 1057.85
74.06 129.31 74.06 129.34 1057.85
74.06 129.26 74.06 129.29 1057.85
74.06 129.21 74.06 129.28 2224.21
74.08 129.22 74.08 129.25 1057.89
74.09 129.22 74.09 129.25 1057.92
74.09 129.27 74.09 129.30 1057.92
74.08 129.26 74.07 129.30 1057.89
74.05 129.26 74.04 129.32 2224.13
74.05 129.21 74.04 129.27 2224.13
74.04 129.21 74.03 129.27 2224.06
74.04 129.25 74.03 129.32 2224.06
74.04 129.30 74.04 129.28 669.13
74.05 129.31 74.05 129.34 1057.81
74.05 129.35 74.05 129.39 1196.75
74.05 129.40 74.05 129.44 1196.75
74.05 129.45 74.05 129.49 1196.75
74.04 129.50 74.04 129.50 211.66
74.04 129.55 74.04 129.55 211.66
74.04 129.60 74.04 129.60 211.66
74.04 129.65 74.04 129.65 149.59
74.05 129.65 74.05 129.65 149.60
74.05 129.70 74.05 129.70 149.60
74.04 129.69 74.04 129.70 149.59
74.03 129.69 74.03 129.70 149.59
74.03 129.64 74.03 129.65 149.59
74.03 129.59 74.03 129.60 149.59
74.03 129.54 74.03 129.55 149.59
74.03 129.50 74.03 129.50 211.66
74.02 129.49 74.02 129.50 149.58
74.02 129.54 74.02 129.55 149.58
74.02 129.59 74.02 129.59 149.58
74.01 129.64 74.01 129.64 149.58
74.01 129.69 74.01 129.69 149.58
74.01 129.74 74.01 129.76 946.13
74.01 129.78 74.01 129.81 1003.62
74.02 129.79 74.02 129.82 1003.65
74.02 129.84 74.02 129.86 1003.65
74.04 129.84 74.03 129.86 958.22
74.04 129.89 74.03 129.92 1003.68
74.02 129.88 74.02 129.91 1003.65
74.01 129.88 74.00 129.91 1003.61
74.01 129.83 74.01 129.86 1003.62
74.00 129.83 73.99 129.85 958.13
74.00 129.78 73.99 129.80 872.40
74.00 129.73 73.99 129.75 872.41
74.00 129.68 74.00 129.69 149.58
74.00 129.63 74.00 129.64 149.58
74.00 129.59 74.00 129.59 149.58
74.00 129.54 74.00 129.54 149.58
73.99 129.53 73.99 129.54 149.57
73.99 129.48 73.99 129.49 149.57
73.98 129.48 73.98 129.49 149.57
73.98 129.53 73.98 129.53 149.57
73.98 129.58 73.98 129.58 149.57
73.99 129.58 73.99 129.59 149.57
73.99 129.63 73.99 129.64 149.57
73.99 129.68 73.99 129.68 149.57
73.97 129.67 73.97 129.68 149.57
73.97 129.63 73.97 129.63 149.57
73.96 129.62 73.96 129.63 149.56
73.96 129.57 73.96 129.58 149.56
73.96 129.53 73.96 129.53 149.56
73.95 129.52 73.95 129.53 149.56
73.95 129.57 73.95 129.57 149.56
73.94 129.57 73.94 129.57 149.55
73.94 129.52 73.94 129.52 149.55
73.92 129.51 73.92 129.52 149.55
73.92 129.56 73.92 129.57 149.55
73.91 129.56 73.91 129.56 149.54
73.91 129.61 73.91 129.61 149.54
73.92 129.61 73.92 129.62 149.55
73.93 129.61 73.93 129.62 149.55
73.95 129.62 73.95 129.62 149.56
73.95 129.67 73.94 129.69 805.50
73.93 129.66 73.93 129.69 805.48
73.92 129.66 73.92 129.67 334.47
73.91 129.65 73.91 129.66 149.54
73.89 129.65 73.89 129.66 149.54
73.89 129.60 73.89 129.61 149.54
73.88 129.60 73.88 129.60 149.53
73.88 129.55 73.88 129.56 149.53
73.88 129.50 73.88 129.51 149.53
73.88 129.45 73.87 129.50 2223.98
73.89 129.41 73.87 129.46 2336.74
73.89 129.36 73.87 129.41 2336.75
73.89 129.31 73.87 129.36 2243.82
73.87 129.31 73.86 129.36 2336.68
73.88 129.26 73.86 129.31 2243.75
73.89 129.26 73.88 129.32 2243.83
73.89 129.21 73.88 129.27 2243.83
73.90 129.22 73.89 129.27 2006.69
73.92 129.22 73.91 129.28 2141.53
73.92 129.17 73.91 129.23 2141.54
73.93 129.18 73.92 129.24 2083.26
73.94 129.18 73.94 129.24 2083.33
73.96 129.18 73.95 129.24 2083.40
73.97 129.19 73.96 129.25 2083.47
73.97 129.24 73.96 129.30 2083.46
73.97 129.28 73.96 129.34 2083.46
73.97 129.33 73.96 129.39 2083.45
73.95 129.33 73.95 129.39 2083.39
73.96 129.28 73.95 129.34 2083.39
73.96 129.23 73.95 129.29 2083.40
73.94 129.23 73.93 129.29 2083.33
73.94 129.28 73.93 129.34 2141.67
73.94 129.32 73.93 129.39 2141.66
73.93 129.32 73.92 129.38 2141.59
73.93 129.27 73.92 129.33 2141.60
73.93 129.22 73.92 129.29 2141.60
73.93 129.13 73.92 129.19 2083.27
73.94 129.13 73.94 129.19 2083.34
73.96 129.14 73.95 129.20 2223.63
73.97 129.14 73.96 129.20 2223.70
73.99 129.14 73.98 129.21 2223.77
74.00 129.15 73.99 129.21 2223.85
74.01 129.15 74.00 129.22 2223.92
74.01 129.20 74.00 129.26 2223.91
74.02 129.20 74.02 129.27 2223.99
74.02 129.25 74.02 129.32 2223.98
74.02 129.30 74.01 129.36 2223.98
74.01 129.29 74.00 129.36 2223.90
74.01 129.25 74.00 129.31 2223.91
74.00 129.24 73.99 129.31 2223.84
74.00 129.29 73.99 129.36 2223.83
73.99 129.34 73.99 129.40 2083.59
74.01 129.34 74.00 129.41 2223.90
74.01 129.39 74.00 129.46 2223.89
74.02 129.40 74.02 129.42 872.46
74.03 129.40 74.03 129.44 1196.71
74.03 129.35 74.03 129.38 897.54
74.02 129.44 74.02 129.40 1379.17
74.01 129.44 74.00 129.44 211.64
73.99 129.39 73.99 129.45 2223.82
73.98 129.38 73.97 129.45 2083.52
73.98 129.43 73.97 129.45 958.30
73.97 129.43 73.96 129.45 958.27
73.96 129.48 73.96 129.48 149.56
73.95 129.47 73.95 129.48 149.56
73.95 129.38 73.94 129.44 2141.73
73.93 129.42 73.92 129.46 1826.08
73.91 129.41 73.90 129.46 1826.01
73.91 129.46 73.91 129.47 149.54
73.91 129.51 73.91 129.52 149.54
73.90 129.51 73.90 129.51 149.54
73.90 129.46 73.90 129.46 149.54
73.90 129.41 73.89 129.45 1473.03
73.90 129.36 73.89 129.42 2243.89
73.90 129.31 73.89 129.37 2243.90
73.90 129.27 73.89 129.32 2243.90
73.90 129.17 73.89 129.23 2141.47
73.90 129.12 73.90 129.18 2141.47
73.92 129.12 73.91 129.19 2083.20
73.92 129.08 73.91 129.14 2083.21
73.92 129.03 73.91 129.09 2341.24
73.93 129.03 73.93 129.10 2223.49
73.95 129.04 73.94 129.10 2083.35
73.95 128.99 73.94 129.05 2083.35
73.96 128.99 73.95 129.05 2083.42
73.97 128.99 73.97 129.06 2177.89
73.99 129.00 73.98 129.06 2177.96
74.00 129.00 73.99 129.07 2178.03
74.00 128.95 74.00 129.02 2178.03
74.00 128.90 74.00 128.97 2178.04
74.02 128.91 74.01 128.97 2178.11
74.02 128.96 74.01 129.02 2178.11
74.01 129.00 74.01 129.07 2178.10
74.01 129.05 74.01 129.12 2178.10
74.03 129.06 74.02 129.12 2224.00
74.03 129.10 74.02 129.17 2224.00
74.04 129.11 74.03 129.17 2224.07
74.05 129.11 74.04 129.18 2224.14
74.07 129.11 74.06 129.18 2224.22
74.08 129.12 74.08 129.16 1233.75
74.09 129.12 74.09 129.16 1057.93
74.11 129.13 74.10 129.16 1057.96
74.11 129.17 74.10 129.21 1057.96
74.09 129.17 74.09 129.20 1057.93
74.08 129.17 74.08 129.20 1057.89
74.07 129.16 74.06 129.23 2224.21
74.05 129.16 74.04 129.23 2224.14
74.04 129.16 74.03 129.22 2224.07
74.03 129.15 74.02 129.22 2223.99
74.01 129.10 74.00 129.17 2223.93
74.00 129.10 73.99 129.16 2178.02
74.00 129.05 73.99 129.12 2178.02
73.99 129.05 73.98 129.11 2177.95
73.99 129.09 73.98 129.16 2177.95
73.97 129.09 73.96 129.15 2083.48
73.97 129.04 73.97 129.11 2177.88
73.96 129.04 73.95 129.10 2083.42
73.96 129.09 73.95 129.15 2083.41
73.95 129.08 73.94 129.14 2083.34
73.93 129.08 73.92 129.15 2223.49
73.93 128.98 73.93 129.04 2083.28
73.92 128.98 73.91 129.04 2078.10
73.92 128.93 73.91 128.99 2078.10
73.92 128.88 73.92 128.95 2034.24
73.92 128.84 73.92 128.90 2034.25
73.91 128.83 73.90 128.89 2034.18
73.91 128.78 73.90 128.85 2034.19
73.91 128.74 73.91 128.80 2034.19
73.91 128.69 73.91 128.75 2034.19
73.93 128.69 73.92 128.75 2034.26
73.93 128.64 73.92 128.70 2034.27
73.93 128.59 73.92 128.66 2034.27
73.93 128.55 73.92 128.61 2034.27
73.94 128.55 73.94 128.61 1995.41
73.94 128.50 73.94 128.56 1995.42
73.94 128.45 73.94 128.51 1995.42
73.94 128.40 73.94 128.47 1995.42
73.95 128.36 73.95 128.44 2708.63
73.96 128.36 73.96 128.45 2708.72
73.96 128.31 73.96 128.40 2708.72
73.96 128.26 73.96 128.35 2708.73
73.96 128.21 73.96 128.30 2708.73
73.97 128.22 73.98 128.30 2708.82
73.99 128.22 73.99 128.31 2708.91
73.99 128.17 73.99 128.26 2708.92
73.99 128.12 73.99 128.21 2708.92
73.99 128.07 73.99 128.17 2845.83
74.00 128.08 74.00 128.16 2696.57
74.02 128.08 74.02 128.17 2696.66
74.00 128.12 74.00 128.21 2696.56
74.00 128.03 74.00 128.12 2841.99
73.99 128.02 73.99 128.12 2845.84
73.98 128.02 73.98 128.11 2845.75
73.96 128.02 73.96 128.11 2845.65
73.96 128.07 73.96 128.16 2845.65
73.98 128.07 73.98 128.16 2845.74
73.98 128.12 73.98 128.21 2708.83
73.98 128.17 73.98 128.26 2708.83
73.96 128.16 73.96 128.26 2857.43
73.96 128.12 73.96 128.21 2845.64
73.95 128.11 73.95 128.21 2845.55
73.95 128.07 73.95 128.16 2845.55
73.95 128.02 73.95 128.11 2845.56
73.94 128.01 73.94 128.11 2845.46
73.94 128.06 73.94 128.15 2845.46
73.92 128.06 73.92 128.15 2691.87
73.92 128.01 73.92 128.10 2845.37
73.91 128.01 73.91 128.10 2691.79
73.91 128.06 73.91 128.14 2695.94
73.91 128.11 73.91 128.19 2542.24
73.91 128.15 73.91 128.24 2546.63
73.92 128.16 73.92 128.24 2691.86
73.94 128.16 73.94 128.25 2857.24
73.95 128.16 73.95 128.25 2857.34
73.95 128.21 73.95 128.30 2857.33
73.95 128.26 73.95 128.35 2708.64
73.93 128.26 73.93 128.34 2708.55
73.93 128.21 73.94 128.30 2857.24
73.92 128.20 73.92 128.29 2542.31
73.92 128.25 73.92 128.34 2546.70
73.92 128.30 73.92 128.38 2397.43
73.93 128.30 73.93 128.39 2708.54
73.95 128.31 73.95 128.39 2708.63
73.93 128.35 73.93 128.44 2708.54
73.92 128.35 73.91 128.42 2114.95
73.91 128.35 73.90 128.41 1995.23
73.90 128.40 73.90 128.46 1995.23
73.92 128.40 73.91 128.46 1995.29
73.93 128.40 73.93 128.46 1995.36
73.93 128.45 73.93 128.51 1995.36
73.92 128.45 73.91 128.51 1995.29
73.90 128.44 73.90 128.51 1995.22
73.90 128.49 73.90 128.55 1995.22
73.92 128.49 73.91 128.56 1995.29
73.93 128.50 73.92 128.56 1995.35
73.92 128.54 73.91 128.60 1995.28
73.90 128.54 73.90 128.60 1995.22
73.89 128.54 73.88 128.60 2034.07
73.89 128.49 73.88 128.55 1995.15
73.89 128.44 73.89 128.50 1995.16
73.89 128.39 73.89 128.45 1995.16
73.89 128.34 73.89 128.41 1995.17
73.89 128.30 73.89 128.36 1995.17
73.91 128.30 73.90 128.38 2397.35
73.91 128.25 73.90 128.33 2546.62
73.91 128.20 73.90 128.28 2546.63
73.89 128.20 73.89 128.28 2542.14
73.89 128.25 73.89 128.33 2546.54
73.88 128.25 73.88 128.32 2242.99
73.88 128.20 73.88 128.28 2542.06
73.88 128.15 73.88 128.23 2542.06
73.89 128.15 73.89 128.23 2542.15
73.90 128.10 73.89 128.19 2542.15
73.90 128.05 73.89 128.14 2695.85
73.90 128.01 73.90 128.09 2691.70
73.88 128.05 73.88 128.14 2695.76
73.88 128.10 73.88 128.18 2542.07
73.87 128.10 73.87 128.17 2247.92
73.87 128.05 73.87 128.12 2098.75
73.87 128.15 73.87 128.23 2541.98
73.87 128.19 73.87 128.27 2242.92
73.87 128.24 73.86 128.30 1966.77
73.87 128.29 73.86 128.35 1995.04
73.88 128.29 73.87 128.35 1995.10
73.88 128.34 73.87 128.40 1995.10
73.88 128.39 73.87 128.45 1995.10
73.88 128.44 73.87 128.50 1995.09
73.88 128.49 73.87 128.55 1995.09
73.88 128.53 73.87 128.60 2034.01
73.87 128.58 73.87 128.64 2006.55
73.89 128.59 73.88 128.65 2034.07
73.90 128.59 73.89 128.65 2034.14
73.91 128.59 73.91 128.65 2034.20
73.91 128.64 73.91 128.70 2034.20
73.90 128.64 73.89 128.70 2034.13
73.90 128.68 73.89 128.75 2034.13
73.90 128.73 73.89 128.79 2034.12
73.89 128.73 73.88 128.79 2006.61
73.89 128.68 73.88 128.74 2006.61
73.89 128.63 73.88 128.69 2034.06
73.87 128.63 73.86 128.69 2006.55
73.87 128.68 73.86 128.73 2006.54
73.87 128.73 73.86 128.78 2077.85
73.87 128.77 73.86 128.83 2077.84
73.88 128.78 73.87 128.83 2077.91
73.90 128.78 73.89 128.84 2077.98
73.90 128.83 73.89 128.88 2077.97
73.88 128.83 73.87 128.88 2077.91
73.87 128.82 73.86 128.88 2077.84
73.87 128.87 73.86 128.93 2077.83
73.88 128.87 73.87 128.93 2077.90
73.90 128.88 73.89 128.93 2077.97
73.91 128.88 73.90 128.94 2078.04
73.91 128.93 73.90 128.98 2157.39
73.90 128.93 73.88 128.98 2077.97
73.88 128.92 73.87 128.98 2077.90
73.87 128.92 73.86 128.97 2077.83
73.87 128.97 73.86 129.02 2157.17
73.88 128.97 73.87 129.03 2157.24
73.89 128.97 73.88 129.03 2157.31
73.89 129.02 73.88 129.08 2157.31
73.91 129.03 73.89 129.08 2157.38
73.91 129.07 73.90 129.13 2083.14
73.89 129.07 73.88 129.12 2157.30
73.89 129.12 73.88 129.17 2157.30
73.88 129.11 73.87 129.17 2157.23
73.86 129.11 73.85 129.17 2157.16
73.87 129.06 73.85 129.12 2157.16
73.88 129.07 73.87 129.12 2157.23
73.88 129.02 73.87 129.07 2157.24
73.87 129.01 73.85 129.07 2157.17
73.85 129.01 73.84 129.07 2157.10
73.85 129.06 73.84 129.11 2157.09
73.85 129.11 73.84 129.16 2157.09
73.85 129.16 73.84 129.21 2125.94
73.86 129.16 73.85 129.21 2126.01
73.86 129.21 73.85 129.26 2243.68
73.86 129.26 73.85 129.31 2243.68
73.86 129.30 73.85 129.36 2336.60
73.86 129.35 73.85 129.41 2336.60
73.85 129.35 73.83 129.40 2336.52
73.85 129.40 73.83 129.45 2336.51
73.86 129.40 73.84 129.45 2336.59
73.87 129.40 73.86 129.46 2336.67
73.87 129.35 73.86 129.41 2336.67
73.87 129.45 73.86 129.50 2336.66
73.86 129.45 73.84 129.50 2336.58
73.86 129.50 73.84 129.54 2223.82
73.84 129.49 73.83 129.54 2223.75
73.84 129.54 73.83 129.59 2223.74
73.84 129.59 73.84 129.59 149.52
73.85 129.59 73.85 129.60 149.52
73.87 129.60 73.87 129.60 149.53
73.87 129.55 73.87 129.55 149.53
73.90 129.55 73.90 129.56 149.54
73.88 129.65 73.88 129.65 211.58
73.88 129.70 73.88 129.70 211.58
73.89 129.70 73.89 129.70 211.59
73.91 129.70 73.90 129.72 747.98
73.92 129.71 73.91 129.73 748.01
73.93 129.71 73.93 129.73 748.03
73.93 129.76 73.93 129.78 748.03
73.94 129.76 73.94 129.79 872.29
73.95 129.71 73.94 129.74 805.50
73.96 129.72 73.95 129.74 872.32
73.97 129.72 73.97 129.73 211.63
73.97 129.77 73.97 129.79 872.35
73.98 129.78 73.98 129.80 872.37
73.98 129.82 73.98 129.85 872.37
73.98 129.87 73.98 129.90 872.37
74.00 129.88 73.99 129.90 1003.58
73.99 129.92 73.99 129.95 1003.58
74.01 129.93 74.00 129.96 1003.61
74.01 129.98 74.00 130.01 1003.61
74.01 130.03 74.00 130.05 1003.61
74.00 130.07 74.00 130.10 1003.60
74.00 130.12 73.99 130.14 1612.40
74.00 130.17 73.99 130.19 1612.39
74.00 130.22 73.99 130.23 1612.39
74.00 130.27 73.99 130.28 1612.38
74.01 130.27 74.00 130.29 1612.44
74.01 130.22 74.00 130.24 1612.44
74.02 130.18 74.00 130.19 1612.45
74.02 130.13 74.00 130.14 1612.45
73.99 130.12 73.98 130.13 1612.35
73.99 130.07 73.99 130.10 1003.57
73.99 130.02 73.99 130.05 1003.57
73.99 129.97 73.99 130.00 1003.58
73.98 129.97 73.98 129.99 872.36
73.98 130.02 73.97 130.04 872.36
73.98 130.07 73.97 130.09 958.08
73.98 130.11 73.96 130.13 1612.29
73.98 130.16 73.96 130.18 1612.29
73.99 130.17 73.98 130.18 1612.34
73.99 130.21 73.97 130.23 1612.34
73.97 130.21 73.96 130.23 1612.28
73.96 130.21 73.95 130.22 1612.23
73.96 130.25 73.95 130.27 1612.23
73.97 130.26 73.96 130.27 1612.28
73.99 130.26 73.97 130.28 1612.33
73.99 130.31 73.97 130.33 1612.33
73.98 130.36 73.97 130.37 1612.32
74.00 130.36 73.98 130.38 1612.37
74.00 130.32 73.98 130.33 1612.38
74.01 130.32 74.00 130.34 1612.43
74.03 130.33 74.01 130.34 1612.48
74.02 130.37 74.01 130.39 1612.48
74.04 130.38 74.02 130.39 1612.53
74.05 130.38 74.04 130.40 1612.59
74.06 130.39 74.05 130.40 1563.31
74.08 130.39 74.06 130.40 1563.36
74.09 130.40 74.08 130.41 1563.41
74.08 130.44 74.06 130.45 1563.36
74.06 130.44 74.04 130.45 2225.93
74.05 130.43 74.03 130.44 2180.14
74.04 130.43 74.02 130.45 1946.33
74.02 130.42 74.01 130.44 1946.26
74.01 130.42 74.00 130.43 1612.42
74.01 130.37 74.00 130.38 1612.43
74.00 130.41 73.98 130.43 1612.37
73.98 130.41 73.97 130.42 1612.32
73.97 130.40 73.96 130.42 1612.26
73.97 130.36 73.96 130.37 1612.27
73.97 130.31 73.96 130.32 1612.27
73.96 130.30 73.94 130.32 1612.22
73.96 130.35 73.94 130.37 1612.22
73.96 130.40 73.94 130.41 1612.21
73.94 130.39 73.93 130.41 1612.16
73.94 130.35 73.93 130.36 1612.16
73.95 130.30 73.93 130.31 1612.17
73.95 130.25 73.93 130.26 1612.17
73.95 130.20 73.93 130.22 1612.18
73.95 130.15 73.93 130.17 1612.18
73.95 130.11 73.94 130.12 1612.19
73.95 130.06 73.95 130.08 958.02
73.95 130.01 73.95 130.03 958.02
73.95 129.96 73.95 129.98 872.31
73.95 129.91 73.95 129.94 872.31
73.97 129.92 73.96 129.94 872.34
73.97 129.87 73.96 129.89 872.34
73.97 129.82 73.97 129.84 872.34
73.96 129.82 73.95 129.84 872.31
73.96 129.77 73.95 129.79 872.32
73.94 129.81 73.94 129.83 872.29
73.94 129.86 73.94 129.88 872.28
73.96 129.86 73.95 129.89 872.31
73.94 129.91 73.94 129.93 872.28
73.93 129.90 73.92 129.93 872.25
73.93 129.86 73.92 129.88 872.26
73.93 129.81 73.93 129.83 872.26
73.92 129.80 73.91 129.83 872.23
73.92 129.76 73.91 129.77 748.00
73.90 129.75 73.90 129.77 747.98
73.90 129.80 73.90 129.82 872.20
73.90 129.85 73.90 129.87 872.20
73.92 129.85 73.91 129.87 872.23
73.91 129.90 73.91 129.92 872.22
73.91 129.95 73.91 129.97 872.22
73.93 129.95 73.92 129.97 872.25
73.93 130.00 73.92 130.02 957.96
73.94 130.00 73.93 130.03 872.28
73.94 130.05 73.93 130.08 957.99
73.92 130.05 73.92 130.07 957.96
73.92 130.10 73.91 130.11 1612.08
73.94 130.10 73.92 130.12 1612.13
73.94 130.15 73.92 130.16 1612.13
73.92 130.14 73.91 130.16 1612.08
73.91 130.14 73.89 130.16 1612.02
73.91 130.09 73.90 130.11 1612.03
73.91 130.04 73.90 130.06 1612.03
73.91 130.00 73.91 130.02 957.93
73.90 129.99 73.89 130.01 872.19
73.90 129.94 73.90 129.97 872.19
73.90 129.90 73.90 129.92 872.20
73.89 129.89 73.88 129.91 872.17
73.89 129.84 73.88 129.87 872.17
73.89 129.80 73.89 129.82 872.17
73.89 129.75 73.89 129.77 747.96
73.88 129.74 73.88 129.75 423.15
73.88 129.79 73.87 129.81 747.93
73.88 129.84 73.87 129.86 872.14
73.87 129.89 73.87 129.91 872.14
73.87 129.94 73.87 129.96 872.14
73.89 129.94 73.88 129.96 872.16
73.89 129.99 73.88 130.01 872.16
73.88 130.04 73.87 130.05 1611.93
73.90 130.04 73.88 130.05 1611.98
73.90 130.09 73.88 130.10 1611.97
73.90 130.14 73.88 130.15 1611.97
73.89 130.18 73.88 130.20 1611.97
73.91 130.19 73.89 130.20 1612.02
73.92 130.19 73.91 130.21 1612.07
73.93 130.20 73.92 130.21 1612.12
73.93 130.25 73.92 130.26 1612.12
73.92 130.24 73.91 130.26 1612.07
73.91 130.24 73.89 130.25 1612.01
73.91 130.28 73.89 130.30 1612.01
73.92 130.29 73.90 130.30 1612.06
73.93 130.29 73.92 130.31 1612.11
73.93 130.34 73.92 130.36 1612.11
73.92 130.34 73.90 130.35 1612.06
73.90 130.33 73.89 130.35 1612.00
73.89 130.33 73.88 130.34 1611.95
73.89 130.28 73.88 130.30 1611.96
73.89 130.23 73.88 130.25 1611.96
73.88 130.23 73.87 130.24 1611.91
73.88 130.28 73.86 130.29 1611.90
73.88 130.32 73.86 130.34 1611.90
73.88 130.37 73.86 130.39 1611.89
73.89 130.38 73.88 130.39 1611.95
73.90 130.38 73.89 130.40 1612.00
73.92 130.39 73.90 130.40 1612.05
73.93 130.39 73.92 130.40 1612.10
73.93 130.44 73.91 130.45 1612.10
73.94 130.44 73.93 130.46 1612.15
73.95 130.45 73.94 130.46 1612.21
73.97 130.45 73.95 130.47 1612.26
73.98 130.46 73.97 130.47 1612.31
73.99 130.46 73.98 130.48 1612.36
74.01 130.47 73.99 130.48 1752.34
74.02 130.47 74.01 130.48 1752.39
74.03 130.48 74.02 130.49 1946.32
74.05 130.48 74.03 130.49 2180.14
74.06 130.48 74.04 130.50 2180.21
74.05 130.53 74.03 130.55 2008.62
74.02 130.52 74.01 130.53 1563.14
74.01 130.51 73.99 130.53 1612.41
73.99 130.51 73.98 130.52 1474.37
73.98 130.50 73.97 130.52 1612.31
73.97 130.50 73.95 130.51 1612.25
73.97 130.55 73.95 130.56 1612.25
73.98 130.55 73.97 130.57 1474.32
73.99 130.56 73.98 130.57 1474.37
74.01 130.56 73.99 130.58 1612.41
74.00 130.61 73.99 130.63 1474.41
73.99 130.61 73.98 130.62 1612.35
73.99 130.65 73.98 130.67 1474.36
74.00 130.66 73.99 130.67 1474.41
74.02 130.66 74.00 130.68 1474.46
74.02 130.71 74.00 130.73 1474.45
74.00 130.71 73.99 130.72 1474.40
74.00 130.76 73.99 130.77 1474.40
74.00 130.80 73.99 130.82 1474.39
74.00 130.85 73.99 130.87 1474.39
74.00 130.90 73.98 130.92 1474.38
74.01 130.91 74.00 130.92 1474.43
74.01 130.95 74.00 130.97 1474.43
74.02 130.96 74.01 130.97 1474.47
74.03 130.96 74.02 130.98 1279.22
74.05 130.97 74.04 130.98 1279.26
74.06 130.97 74.05 130.99 1279.31
74.06 130.93 74.05 130.94 1279.31
74.08 130.93 74.07 130.94 1279.35
74.08 130.88 74.07 130.89 1234.85
74.09 130.89 74.08 130.90 1279.40
74.10 130.89 74.09 130.90 1279.44
74.11 130.84 74.09 130.85 1279.44
74.12 130.85 74.11 130.86 1279.49
74.13 130.85 74.12 130.86 1279.53
74.13 130.90 74.12 130.91 1279.52
74.14 130.91 74.13 130.92 1279.56
74.16 130.91 74.15 130.92 1279.61
74.17 130.92 74.16 130.93 1279.65
74.17 130.87 74.16 130.88 1279.65
74.17 130.82 74.16 130.84 1339.50
74.18 130.77 74.16 130.79 1339.50
74.19 130.78 74.18 130.79 1339.55
74.20 130.78 74.19 130.79 1279.74
74.20 130.73 74.19 130.74 1279.75
74.22 130.74 74.21 130.75 1279.79
